cppex,patch_cpp,y
"entry->uniqueGuards.Clear();

if (!isAllPropertyGuardsInvalidation)
{
    this->UpdateConstructorCacheInvalidationCount(count);
}

this->UpdateEntryPoints(propertyRecord, entry);
}

void ThreadContext::InvalidatePropertyGuards(Js::PropertyId propertyId)
{
    const Js::PropertyRecord* propertyRecord = GetPropertyName(propertyId);
    PropertyGuardDictionary& guards = this->recyclableData->propertyGuards;
    PropertyGuardEntry* entry = nullptr;
    if (guards.TryGetValueAndRemove(propertyRecord, &entry))
    {
        InvalidatePropertyGuardEntry(propertyRecord, entry, false);
    }
}

void ThreadContext::InvalidatePropertyGuardEntryForType(
    const Js::PropertyRecord* propertyRecord,
    PropertyGuardEntry* entry,
    bool isAllPropertyGuardsInvalidation,
    const Js::Type* type)
{
    Assert(entry != nullptr);
    Assert(type != nullptr);

    if (entry->sharedGuard != nullptr)
    {
        Js::PropertyGuard* guard = entry->sharedGuard;
        if (guard->GetValue() == reinterpret_cast<intptr_t>(type))
        {
            if (PHASE_TRACE1(Js::TracePropertyGuardsPhase) || PHASE_VERBOSE_TRACE1(Js::FixedMethodsPhase))
            {
                Output::Print(_u(""FixedFields: invalidating guard: name: %s, address: 0x%p, value: 0x%p, value address: 0x%p\n""),
                              propertyRecord->GetBuffer(), guard, guard->GetValue(), guard->GetAddressOfValue());
                Output::Flush();
            }
            if (PHASE_TESTTRACE1(Js::TracePropertyGuardsPhase) || PHASE_VERBOSE_TESTTRACE1(Js::FixedMethodsPhase))
            {
                Output::Print(_u(""FixedFields: invalidating guard: name: %s, value: 0x%p\n""),
                              propertyRecord->GetBuffer(), guard->GetValue());
                Output::Flush();
            }
            guard->Invalidate();
        }
    }

    uint count = 0;
    entry->uniqueGuards.MapAndRemoveIf([&count, propertyRecord, type](RecyclerWeakReference<Js::PropertyGuard>* guardWeakRef) -> bool
    {
        Js::PropertyGuard* guard = guardWeakRef->Get();
        if (guard != nullptr && guard->GetValue() == reinterpret_cast<intptr_t>(type))
        {","void ThreadContext::InvalidatePropertyGuardEntry(const Js::PropertyRecord* propertyRecord, PropertyGuardEntry* entry, bool isAllPropertyGuardsInvalidation)
{
    entry->uniqueGuards.Clear();

    if (!isAllPropertyGuardsInvalidation)
    {
        this->UpdateConstructorCacheInvalidationCount(count);
    }

    this->UpdateEntryPoints(propertyRecord, entry);
}

void ThreadContext::InvalidatePropertyGuards(Js::PropertyId propertyId)
{
    const Js::PropertyRecord* propertyRecord = GetPropertyName(propertyId);
    auto& guards = this->recyclableData->propertyGuards;
    PropertyGuardEntry* entry = nullptr;
    if (guards.TryGetValueAndRemove(propertyRecord, &entry))
    {
        InvalidatePropertyGuardEntry(propertyRecord, entry, false);
    }
}

void ThreadContext::InvalidatePropertyGuardEntryForType(const Js::PropertyRecord* propertyRecord, PropertyGuardEntry* entry, bool isAllPropertyGuardsInvalidation, const Js::Type* type)
{
    assert(entry != nullptr);
    assert(type != nullptr);

    if (entry->sharedGuard != nullptr)
    {
        Js::PropertyGuard* guard = entry->sharedGuard;
        if (guard->GetValue() == reinterpret_cast<intptr_t>(type))
        {
            if (PHASE_TRACE1(Js::TracePropertyGuardsPhase) || PHASE_VERBOSE_TRACE1(Js::FixedMethodsPhase))
            {
                Output::Print(_u(""FixedFields: invalidating guard: name: %s, address: 0x%p, value: 0x%p, value address: 0x%p\n""),
                              propertyRecord->GetBuffer(), guard, guard->GetValue(), guard->GetAddressOfValue());
                Output::Flush();
            }

            if (PHASE_TESTTRACE1(Js::TracePropertyGuardsPhase) || PHASE_VERBOSE_TESTTRACE1(Js::FixedMethodsPhase))
            {
                Output::Print(_u(""FixedFields: invalidating guard: name: %s, value: 0x%p\n""), propertyRecord->GetBuffer(), guard->GetValue());
                Output::Flush();
            }

            guard->Invalidate();
        }
    }

    uint count = 0;
    entry->uniqueGuards.MapAndRemoveIf([&count, propertyRecord, type](RecyclerWeakReference<Js::PropertyGuard>* guardWeakRef) -> bool
    {
        Js::PropertyGuard* guard =",1
"void copy(const FileConnectorConfig& config, FileSystem& fileSystem, const std::string& sourcePath,
          const std::string& targetPath, bool createParentDirectories = true,
          bool overwrite = false, const std::optional<std::string>& renameTo = std::nullopt) {
    doCopy(config, fileSystem, sourcePath, targetPath, createParentDirectories, overwrite, renameTo);
}","void copy(const FileConnectorConfig& config, FileSystem& fileSystem, const std::string& sourcePath,
          const std::string& targetPath, bool createParentDirectories = true,
          bool overwrite = false, const std::optional<std::string>& renameTo = std::nullopt) {
    BaseFileSystemOperations::doCopy(config, fileSystem, sourcePath, targetPath, createParentDirectories, overwrite, renameTo);
}",1
"sc.setParameters(""keyPairName"", keyPairName);

if (_accountMgr.isRootAdmin(caller->getId())) {
    if (cmd.getPodId() != nullptr) {
        sc.setParameters(""podId"", pod);

        if (state == nullptr) {","if (_accountMgr.isRootAdmin(caller->getId())) {
    if (cmd.getPodId() != nullptr) {
        sc.setParameters(""podId"", pod);

        if (state == nullptr) {",1
"void before() {
    flow = getTestFlow(muleContext);
    messageContext = DefaultEventContext::create(flow, TEST_CONNECTOR);
    muleEvent = Event::builder(messageContext)
                    .message(muleMessage)
                    .exchangePattern(REQUEST_RESPONSE)
                    .flow(flow)
                    .build();
}","void SetUp() override {
    flow = getTestFlow(muleContext);
    messageContext = DefaultEventContext::create(flow, TEST_CONNECTOR);
    muleEvent = Event::builder(messageContext).message(muleMessage).exchangePattern(REQUEST_RESPONSE).flow(flow).build();
}",1
"#include <map>
#include <string>

using namespace std;

// using directives analogous to Java static imports
using std::map;
using std::string;","#include ""io/opentelemetry/auto/instrumentation/httpurlconnection/HttpUrlConnectionTracer.h""
#include <unordered_map>
#include <string>

using namespace io::opentelemetry::auto::instrumentation::httpurlconnection;

auto singletonMap = [](const std::string& key, const std::string& value) {
    return std::unordered_map<std::string, std::string>{{key, value}};
};",0
"#include <elasticsearch/action/admin/indices/mapping/put/PutMappingRequest.h>
#include <elasticsearch/action/admin/indices/open/OpenIndexRequest.h>
#include <elasticsearch/action/admin/indices/optimize/OptimizeRequest.h>
#include <elasticsearch/action/admin/indices/recovery/RecoveryRequest.h>
#include <elasticsearch/action/admin/indices/recovery/RecoveryResponse.h>
#include <elasticsearch/action/admin/indices/settings/put/UpdateSettingsRequest.h>
#include <elasticsearch/action/admin/indices/stats/IndexStats.h>
#include <elasticsearch/action/admin/indices/stats/IndicesStatsRequest.h>","#include ""elasticsearch/action/admin/indices/flush/FlushRequest.h""
#include ""elasticsearch/action/admin/indices/mapping/put/PutMappingRequest.h""
#include ""elasticsearch/action/admin/indices/open/OpenIndexRequest.h""
#include ""elasticsearch/action/admin/indices/optimize/OptimizeRequest.h""
#include ""elasticsearch/action/admin/indices/recovery/RecoveryRequest.h""
#include ""elasticsearch/action/admin/indices/recovery/RecoveryResponse.h""
#include ""elasticsearch/action/admin/indices/settings/put/UpdateSettingsRequest.h""
#include ""elasticsearch/action/admin/indices/stats/IndexStats.h""
#include ""elasticsearch/action/admin/indices/stats/IndicesStatsRequest.h""",0
"auto customButtonsPreference = screen->findPreference(""custom_buttons_link"");
customButtonsPreference->setOnPreferenceClickListener([this](Preference* preference) {
    auto i = getPreferenceSubscreenIntent(this, ""com.ichi2.anki.prefs.custom_buttons"");
    startActivity(i);
    return true;
});","auto customButtonsPreference = screen->findPreference(""custom_buttons_link"");
customButtonsPreference->setOnPreferenceClickListener([this](Preference* preference) {
    auto i = getPreferenceSubscreenIntent(this, ""com.ichi2.anki.prefs.custom_buttons"");
    startActivity(i);
    return true;
});",0
"#include <gtest/gtest.h>
#include <filesystem>

class CompatCopyFileTest : public ::testing::Test {
};","#include <gtest/gtest.h>

class CompatCopyFileTest : public ::testing::Test {
};",1
"std::any o1 = foo();
std::any o2 = foo();
std::any o3 = foo();
std::string s1 = static_cast<std::string>(obj);
std::string s2 = s1;
A* a = new B();
A* as[1][1] = { { new B() } };
B* b;
fun(*b);
fun(static_cast<A&>(*b)); // Compliant - exception to distinguish the method to call
std::vector<B*> bees;
std::vector<A*>* aaas = reinterpret_cast<std::vector<A*>*>(&bees);
C c(static_cast<A*>(nullptr)); // Compliant - exception to distinguish the constructor to call
foo(static_cast<std::vector<std::vector<A*>>*>(static_cast<void*>(foo2())));
obj = static_cast<Unknown<std::string>*>(unknown);
std::vector<std::string> stringList = list.toArray(std::vector<std::string>{});","#include <vector>
#include <string>

class A {};
class B : public A {};
class C {
public:
    C(A* a) {}
};

void fun(A*) {}
void fun(B*) {}

std::vector<std::string> foo() { return {}; }
std::vector<std::vector<A>> foo2() { return {}; }
void* unknown;

int main() {
    auto o1 = foo();
    auto o2 = foo();
    auto o3 = foo();
    void* obj = nullptr;
    std::string s1 = *static_cast<std::string*>(obj);
    std::string s2 = s1;
    A* a = new B();
    B b;
    fun(&b);
    fun(static_cast<A*>(&b));
    std::vector<B> bees;
    std::vector<A*> aaas(bees.begin(), bees.end());
    C c(static_cast<A*>(nullptr));
    auto list = std::vector<std::string>();
    auto stringList = std::vector<std::string>(list.begin(), list.end());
}",1
"#include <string>
#include <memory>
#include <atomic>
#include <exception>
#include <stdexcept>

class Throwable : public std::exception {};

class ErrorType {};

class ErrorTypeRepository {
public:
    std::shared_ptr<ErrorType> lookupErrorType(const std::string& repr) {
        // Implement this method
        return nullptr;
    }
};

class MuleContext {
public:
    ErrorTypeRepository* getErrorTypeRepository() {
        // Implement this method
        return nullptr;
    }
};

class MuleException : public std::exception {
public:
    MuleException(const std::string& msg) : msg_(msg) {}
    const char* what() const noexcept override { return msg_.c_str(); }
private:
    std::string msg_;
};

class DefaultMuleException : public MuleException {
public:
    DefaultMuleException(const std::string& msg) : MuleException(msg) {}
};

class TypedException : public MuleException {
public:
    TypedException(std::exception_ptr original, std::shared_ptr<ErrorType> errorType)
        : MuleException(""TypedException""), errorType_(errorType), original_(original) {}
private:
    std::shared_ptr<ErrorType> errorType_;
    std::exception_ptr original_;
};

class Event {};

class Base {
protected:
    using ExceptionFactory = std::function<std::exception_ptr()>;
    ExceptionFactory exception;
    std::string error;
    std::atomic<int> count{0};
    MuleContext* muleContext;
public:
    virtual ~Base() = default;
    virtual Event process(Event event) {
        if (count == -1 || count-- > 0) {
            try {
                std::exception_ptr instantiatedException = exception();
                if (!error.empty()) {
                    auto* errorTypeRepository = muleContext->getErrorTypeRepository();
                    auto errorType = errorTypeRepository->lookupErrorType(buildFromStringRepresentation(error));
                    if (!errorType) {
                        throw DefaultMuleException(""Could not find error: "" + error);
                    }
                    throw TypedException(instantiatedException, errorType);
                } else {
                    if (!isTypedException(instantiatedException)) {
                        throw MuleException(""EXCEPTION_ERROR"");
                    }
                    std::rethrow_exception(instantiatedException);
                }
            } catch (const std::bad_alloc&) {
                throw DefaultMuleException(""Failed to instantiate exception class"");
            } catch (const std::exception&) {
                throw DefaultMuleException(""Failed to instantiate","#include <string>
#include <atomic>
#include <memory>
#include <exception>
#include <stdexcept>

class Throwable : public std::exception {
public:
    virtual const char* what() const noexcept override { return ""Throwable""; }
};

class TypedException : public Throwable {
public:
    TypedException(std::shared_ptr<Throwable> cause, std::shared_ptr<void> errorType)
        : cause_(cause), errorType_(errorType) {}
    virtual const char* what() const noexcept override { return ""TypedException""; }
private:
    std::shared_ptr<Throwable> cause_;
    std::shared_ptr<void> errorType_;
};

class DefaultMuleException : public std::runtime_error {
public:
    DefaultMuleException(const std::string& msg) : std::runtime_error(msg) {}
};

class ErrorType {};

class ErrorTypeRepository {
public:
    std::shared_ptr<ErrorType> lookupErrorType(const std::string& s) { return nullptr; }
};

class MuleContext {
public:
    std::shared_ptr<ErrorTypeRepository> getErrorTypeRepository() { return nullptr; }
};

class Event {};

class Processor {
public:
    virtual Event process(const Event& event) = 0;
    virtual ~Processor() = default;
};

#define EXCEPTION_ERROR ""Exception must be a TypedException""

void checkArgument(bool cond, const char* msg) {
    if (!cond) throw std::invalid_argument(msg);
}

std::string buildFromStringRepresentation(const std::string& s) {
    return s;
}

std::string format(const char* fmt, const std::string& val) {
    char buf[512];
    snprintf(buf, sizeof(buf), fmt, val.c_str());
    return std::string(buf);
}

class ThrowProcessor : public Processor {
private:
    using ExceptionFactory = std::function<std::shared_ptr<Throwable>()>;
    ExceptionFactory exception;
    std::string error;
    std::atomic<int> count{0};
    std::shared_ptr<MuleContext> muleContext;

public:
    Event process(const Event& event) override {
        if (count == -1 || count-- > 0) {
            try {
                auto instantiatedException = exception();
                if (!error.empty()) {
                    auto errorTypeRepository = muleContext->getErrorTypeRepository();
                    auto errorType = errorTypeRepository->lookupErrorType(buildFromStringRepresentation(error));
                    if (!errorType) {
                        throw DefaultMuleException(format(""Could not find",1
"case TYPE_DOUBLE: {
    double val = value.getDoubleValue();
    std::string wrapperFun;
    if (val == std::numeric_limits<double>::infinity()) {
        wrapperFun = BeamBigQuerySqlDialect::DOUBLE_POSITIVE_INF_FUNCTION;
    } else if (val == -std::numeric_limits<double>::infinity()) {
        wrapperFun = BeamBigQuerySqlDialect::DOUBLE_NEGATIVE_INF_FUNCTION;
    } else if (std::isnan(val)) {
        wrapperFun = BeamBigQuerySqlDialect::DOUBLE_NAN_FUNCTION;
    }

    RelDataType returnType =
        ZetaSqlCalciteTranslationUtils::toSimpleRelDataType(kind, rexBuilder());
    if (wrapperFun.empty()) {
        ret = rexBuilder().makeApproxLiteral(
            BigDecimal(val), returnType);
    } else if (wrapperFun == BeamBigQuerySqlDialect::DOUBLE_NAN_FUNCTION) {
        ret = rexBuilder().makeCall(
            SqlOperators::createZetaSqlFunction(wrapperFun, returnType.getSqlTypeName()),
            { rexBuilder().makeApproxLiteral(
                BigDecimal(static_cast<double>(rand()) / RAND_MAX), returnType) }
        );
    } else {
        ret = rexBuilder().makeCall(
            SqlOperators::createZetaSqlFunction(wrapperFun, returnType.getSqlTypeName())
        );
    }
    break;
}","```cpp
case TYPE_DOUBLE: {
    double val = value->getDoubleValue();
    std::string wrapperFun;
    if (val == std::numeric_limits<double>::infinity()) {
        wrapperFun = BeamBigQuerySqlDialect::DOUBLE_POSITIVE_INF_FUNCTION;
    } else if (val == -std::numeric_limits<double>::infinity()) {
        wrapperFun = BeamBigQuerySqlDialect::DOUBLE_NEGATIVE_INF_FUNCTION;
    } else if (std::isnan(val)) {
        wrapperFun = BeamBigQuerySqlDialect::DOUBLE_NAN_FUNCTION;
    }

    auto returnType = ZetaSqlCalciteTranslationUtils::toSimpleRelDataType(kind, rexBuilder());
    if (wrapperFun.empty()) {
        ret = rexBuilder()->makeApproxLiteral(BigDecimal(val), returnType);
    } else if (wrapperFun == BeamBigQuerySqlDialect::DOUBLE_NAN_FUNCTION) {
        // see BEAM-10550: workaround for NaN simplification
        ret = rexBuilder()->makeCall(
            SqlOperators::createZetaSqlFunction(wrapperFun, returnType->getSqlTypeName()),
            {rexBuilder()->makeApproxLiteral(BigDecimal(static_cast<double>(std::rand())/RAND_MAX), returnType)}
        );
    } else {
        ret = rexBuilder()->makeCall(
            SqlOperators::createZetaSqlFunction(wrapperFun, returnType->getSqlTypeName())
        );
    }
    break;
}
```",1
"auto messagingError = dynamic_cast<MessagingException*>(error);
auto failureEvent = messagingError->getEvent();

auto ctx = ErrorHandlerContext::from(failureEvent);

if (ctx == nullptr) {
    ctx = new ErrorHandlerContext();
    failureEvent = quickCopy(failureEvent, of(ERROR_HANDLER_CONTEXT, ctx));
}

ctx->configure(getParameterId(failureEvent), error, failureEvent, continueCallback, propagateCallback);
routingSink.get()->next(failureEvent);","```cpp
MessagingException* messagingError = dynamic_cast<MessagingException*>(error);
CoreEvent* failureEvent = messagingError->getEvent();

ErrorHandlerContext* ctx = ErrorHandlerContext::from(failureEvent);

if (ctx == nullptr) {
    ctx = new ErrorHandlerContext();
    failureEvent = quickCopy(failureEvent, of(ERROR_HANDLER_CONTEXT, ctx));
}

ctx->configure(getParameterId(failureEvent), error, failureEvent, continueCallback, propagateCallback);
routingSink->get()->next(failureEvent);
```",0
"catch (const std::exception& e) {
    if (!files.empty()) {
        throw PartialSuccessException(
            message,
            std::string(""Partially successful recursive 'mget' operation on "") +
            (remoteDirectory != nullptr ? remoteDirectory : ""Client Working Directory""),
            e,
            files,
            fileNames
        );
    } else if (dynamic_cast<const MessagingException*>(&e)) {
        throw;
    }
}","try {
    // ...
} catch (const std::exception& e) {
    if (!files.empty()) {
        throw PartialSuccessException(
            message,
            std::string(""Partially successful recursive 'mget' operation on "") +
                (remoteDirectory ? remoteDirectory : ""Client Working Directory""),
            e, files, fileNames
        );
    } else if (dynamic_cast<const MessagingException*>(&e)) {
        throw;
    }
    // ...
}",0
"for (Task* task : this->tasks) {
    task->shutdown();
}
for (Task* task : this->tasks) {
    task->awaitShutdown(1000);
}
for (Task* task : this->tasks) {
    if (task->cancel()) {
        log.info(""Task {} cancelled."", task->getTaskId());
    } else {
        log.info(""Task {} could not be cancelled."", task->getTaskId());
    }
}

private:
void persistTaskStateStore();","for (auto& task : this->tasks) {
    task.shutdown();
}

for (auto& task : this->tasks) {
    task.awaitShutdown(1000);
}

for (auto& task : this->tasks) {
    if (task.cancel()) {
        log.info(""Task {} cancelled."", task.getTaskId());
    } else {
        log.info(""Task {} could not be cancelled."", task.getTaskId());
    }
}",1
"void dispose() override {
    std::unique_ptr<AutoCloseable> bundleFactoryCloser(stageBundleFactory);
    std::unique_ptr<AutoCloseable> closable(stageContext);
    // DoFnOperator generates another ""bundle"" for the final watermark -- see BEAM-5816 for more context
    Operator::dispose();
    stageContext = nullptr;
}","```cpp
void dispose() override {
    {
        auto bundleFactoryCloser = stageBundleFactory;
        auto closable = stageContext;
        // DoFnOperator generates another ""bundle"" for the final watermark -- see BEAM-5816 for more context
        DoFnOperator<InputT, OutputT>::dispose();
    }
    stageContext = nullptr;
}
```",1
"#include <string>
#include <memory>

namespace org {
namespace springframework {
namespace integration {
namespace http {
namespace config {

class ParserContext {};

class AbstractBeanDefinition {};

class BeanDefinitionBuilder {
public:
    static std::shared_ptr<BeanDefinitionBuilder> rootBeanDefinition(const std::string&) {
        return std::make_shared<BeanDefinitionBuilder>();
    }
    std::shared_ptr<BeanDefinitionBuilder> addConstructorArgValue(const std::string&) { return shared_from_this(); }
    std::shared_ptr<BeanDefinitionBuilder> addPropertyReference(const std::string&, const std::string&) { return shared_from_this(); }
    std::shared_ptr<BeanDefinitionBuilder> addPropertyValue(const std::string&, const std::string&) { return shared_from_this(); }
    std::shared_ptr<AbstractBeanDefinition> getBeanDefinition() { return std::make_shared<AbstractBeanDefinition>(); }
};

class RootBeanDefinition : public AbstractBeanDefinition {};

class LiteralExpression {
public:
    LiteralExpression(const std::string&) {}
};

class ExpressionFactoryBean {};

class AbstractOutboundChannelAdapterParser {
public:
    virtual std::shared_ptr<AbstractBeanDefinition> parseHandler(XmlElement& element, ParserContext& parserContext) = 0;
};

class HttpRequestExecutingMessageHandler {};

class IntegrationNamespaceUtils {
public:
    static void setValueIfAttributeDefined(
        std::shared_ptr<BeanDefinitionBuilder> builder, XmlElement& element, const std::string& attributeName) {}
    static void setReferenceIfAttributeDefined(
        std::shared_ptr<BeanDefinitionBuilder> builder, XmlElement& element, const std::string& attributeName) {}
};

class StringUtils {
public:
    static bool hasText(const std::string& s) { return !s.empty(); }
};

class XmlElement {
public:
    std::string getAttribute(const std::string& name) const { return """"; }
    bool hasAttribute(const std::string& name) const { return false; }
};

class HttpOutboundChannelAdapterParser : public AbstractOutboundChannelAdapterParser {
protected:
    std::shared_ptr<AbstractBeanDefinition> parseHandler(XmlElement& element, ParserContext& parserContext) override {
        auto builder = BeanDefinitionBuilder::rootBeanDefinition(""org.springframework.integration.http.outbound.HttpRequestExecutingMessageHandler"");
        std::string url = element.getAttribute(""url"");
        if (StringUtils::hasText(url)) {
            auto expressionDef = BeanDefinitionBuilder::rootBeanDefinition(""org.springframework.expression.common.LiteralExpression","#include <string>

class Element {};
class ParserContext {};

class AbstractBeanDefinition {};
class BeanDefinitionBuilder {
public:
    static BeanDefinitionBuilder rootBeanDefinition(const std::string&) { return BeanDefinitionBuilder(); }
    AbstractBeanDefinition* getBeanDefinition() { return nullptr; }
};

class RootBeanDefinition : public AbstractBeanDefinition {};

class LiteralExpression {
public:
    LiteralExpression(const std::string&) {}
};

class ExpressionFactoryBean {};

class AbstractOutboundChannelAdapterParser {
};

class IntegrationNamespaceUtils {
};

class HttpRequestExecutingMessageHandler {};",0
"auto messageSenderTask = [&]() {
    bool sent = false;
    try {
        sent = channel.send(message);
    } catch (const std::exception& e) {
        // handle exception if needed
    }
};","```cpp
std::function<void()> messageSenderTask = [&]() {
    bool sent = false;
    try {
        sent = channel.send(message);
```",0
"#include ""org/apache/hudi/common/util/Option.h""
#include ""org/apache/hudi/utilities/deltastreamer/SourceFormatAdapter.h""
#include ""org/apache/hudi/utilities/schema/FilebasedSchemaProvider.h""
#include ""org/apache/hudi/utilities/testutils/UtilitiesTestBase.h""
#include ""org/apache/spark/api/java/JavaRDD.h""
#include ""org/apache/spark/sql/AnalysisException.h""","#include ""org/apache/hudi/common/util/Option.h""
#include ""org/apache/hudi/utilities/deltastreamer/SourceFormatAdapter.h""
#include ""org/apache/hudi/utilities/schema/FilebasedSchemaProvider.h""
#include ""org/apache/hudi/utilities/testutils/UtilitiesTestBase.h""
#include ""org/apache/spark/api/java/JavaRDD.h""
#include ""org/apache/spark/sql/AnalysisException.h""",1
"#include <QComboBox>
#include <QProgressBar>
#include <QTabWidget>
#include <QTabBar>
#include <QChartView>
#include ""ActivityTransitionAnimation.h""
#include ""AnkiStatsTaskHandler.h""","#include <QWebView>
#include <QComboBox>
#include <QProgressBar>
#include <QTabWidget>
#include <QTabBar>
#include ""ActivityTransitionAnimation.h""
#include ""AnkiStatsTaskHandler.h""
#include ""ChartView.h""",0
"#include ""Automattic/Jetpack/Tracking.h""
#include ""Automattic/Jetpack/Plugin/Tracking.h""
#include ""Automattic/Jetpack/Redirect.h""
#include ""Automattic/Jetpack/Jetpack_User_Agent_Info.h""","#include <Automattic/Jetpack/Terms_Of_Service.hpp>
#include <Automattic/Jetpack/Tracking.hpp>
#include <Automattic/Jetpack/Plugin/Tracking.hpp>
#include <Automattic/Jetpack/Redirect.hpp>
#include <Automattic/Jetpack/Jetpack_User_Agent_Info.hpp>

/*
Options:
*/",1
"} else if (ivl == 2) {
    return std::vector<int>{2, 3};
} else if (ivl < 7) {
    fuzz = static_cast<int>(ivl * 0.25);
} else if (ivl < 30) {
    fuzz = std::max(2, static_cast<int>(ivl * 0.15));
} else {
    fuzz = std::max(4, static_cast<int>(ivl * 0.05));
}
fuzz = std::max(fuzz, 1);
return std::vector<int>{ivl - fuzz, ivl + fuzz};

int _constrainedIvl(int ivl, const nlohmann::json& conf, double prev) {
    double newIvl = ivl;","```cpp
std::vector<int> someFunction(int ivl) {
    int fuzz;
    if (ivl == 1) {
        return {1, 1};
    } else if (ivl == 2) {
        return {2, 3};
    } else if (ivl < 7) {
        fuzz = static_cast<int>(ivl * 0.25);
    } else if (ivl < 30) {
        fuzz = std::max(2, static_cast<int>(ivl * 0.15));
    } else {
        fuzz = std::max(4, static_cast<int>(ivl * 0.05));
    }
    fuzz = std::max(fuzz, 1);
    return {ivl - fuzz, ivl + fuzz};
}

int _constrainedIvl(int ivl, const nlohmann::json& conf, double prev) {
    double newIvl = ivl;
    // ... (rest of the function)
}
```",0
#include <cassert>,#include <cassert>,0
"void commit()
{
    log.debug(""Commit called, will wait for committimeout : "" +
              std::to_string(commitTimeoutInNanos / MILLIS_TO_NANOS) + ""ms"");
    auto commitStartTime = std::chrono::steady_clock::now();
    while (
        (std::chrono::duration_cast<std::chrono::nanoseconds>(
             std::chrono::steady_clock::now() - commitStartTime).count() < commitTimeoutInNanos) &&
        (recordsAttempted.getCount() != (recordsSuccess.getCount() + recordsFailed.getCount())))
    {
        // Loop body
    }
}","log.debug(""Commit called, will wait for committimeout : "" + std::to_string(commitTimeoutInNanos / MILLIS_TO_NANOS) + ""ms"");
long long commitStartTime = std::chrono::steady_clock::now().time_since_epoch().count();
while (((std::chrono::steady_clock::now().time_since_epoch().count() - commitStartTime) < commitTimeoutInNanos) &&
       (recordsAttempted.getCount() != (recordsSuccess.getCount() + recordsFailed.getCount())))
{ /* ... */ }",1
"#include <memory>
#include <chrono>
#include <atomic>

template <typename T>
class Source {
  // Source interface methods
};

template <typename T, typename CheckpointMarkT>
class UnboundedSource {
public:
  class CheckpointMark {};
};

template <typename Key, typename Value>
class Cache {
  // Cache implementation
};

template <typename T>
class Reader {
  // Reader interface methods
};

template <typename T, typename CheckpointMarkT>
class MicrobatchSource : public Source<T> {
public:
  using Duration = std::chrono::milliseconds;

private:
  static std::atomic<Cache<MicrobatchSource<T, CheckpointMarkT>, std::shared_ptr<Reader<T>>>*> readerCache;

  std::shared_ptr<UnboundedSource<T, CheckpointMarkT>> source;
  Duration maxReadTime;
};

template <typename T, typename CheckpointMarkT>
std::atomic<Cache<MicrobatchSource<T, CheckpointMarkT>, std::shared_ptr<Reader<T>>>*> MicrobatchSource<T, CheckpointMarkT>::readerCache{nullptr};","#include <memory>
#include <chrono>

template <typename T>
class Source {
public:
    virtual ~Source() = default;
};

template <typename T>
class Reader {
public:
    virtual ~Reader() = default;
};

template <typename K, typename V>
class Cache {
    // Implementation omitted
};

template <typename T>
class UnboundedSource {
public:
    class CheckpointMark {
    public:
        virtual ~CheckpointMark() = default;
    };
    virtual ~UnboundedSource() = default;
};

template <typename T, typename CheckpointMarkT>
class MicrobatchSource : public Source<T> {
public:
    using Duration = std::chrono::milliseconds;

    MicrobatchSource(std::shared_ptr<UnboundedSource<T>> source, Duration maxReadTime)
        : source_(std::move(source)), maxReadTime_(maxReadTime) {}

private:
    inline static std::shared_ptr<Cache<MicrobatchSource<T, CheckpointMarkT>, std::shared_ptr<Reader<T>>>> readerCache_;

    std::shared_ptr<UnboundedSource<T>> source_;
    Duration maxReadTime_;
};",1
"#include <hudi/keygen/SimpleAvroKeyGenerator.h>
#include <hudi/metrics/MetricsReporterType.h>
#include <hudi/metrics/datadog/DatadogHttpClient.h>
#include <hudi/table/action/compact/CompactType.h>
#include <hudi/table/action/compact/strategy/CompactionStrategy.h>

#include <hbase/io/compress/Compression.h>","#include ""hudi/index/HoodieIndex.h""
#include ""hudi/keygen/SimpleAvroKeyGenerator.h""
#include ""hudi/metrics/MetricsReporterType.h""
#include ""hudi/metrics/datadog/DatadogHttpClient.h""
#include ""hudi/table/action/compact/CompactType.h""
#include ""hudi/table/action/compact/strategy/CompactionStrategy.h""

#include ""hadoop/hbase/io/compress/Compression.h""",0
